Order ID,Waiter's Name
1219,Gianluigi Buffon
1220,Zinedine Zidane
1221,Alan Shearer
1222,Pelé 
1223,Paolo Maldini
1224,Edgar Davids
1225,Peter Schmeichel
1226,Peter Schmeichel
1227,Hristo Stoichkov
1228,Javier Zanetti
1229,Paolo Maldini
1230,Alan Shearer
1231,Pelé 
1232,Edgar Davids
1233,Zinedine Zidane
1234,Jürgen Klinsmann
1235,Marco van
1236,Bobby Charlton
1237,Edgar Davids
1238,Edgar Davids
1239,Javier Zanetti
1240,Peter Schmeichel
1241,Ronaldo Nazario
1242,Jürgen Klinsmann
1243,Gary Lineker
1244,Diego Maradona
1245,Kaká 
1246,Gary Lineker
1247,Edgar Davids
1248,Ronaldo Nazario
1249,Michel Platini
1250,Kaká 
1251,Paolo Maldini
1252,George Weah
1253,Pelé 
1254,Karl-Heinz Rummenigge
1255,Gianluigi Buffon
1256,Michel Platini
1257,Marco van
1258,George Weah
1259,Diego Maradona
1260,Gabriel Batistuta
1261,Edgar Davids
1262,Dennis Bergkamp
1263,Franz Beckenbauer
1264,Javier Zanetti
1265,Ronaldo Nazario
1266,Ronaldo Nazario
1267,Alan Shearer
1268,Peter Schmeichel
1269,Zinedine Zidane
1270,Edgar Davids
1271,Dennis Bergkamp
1272,Michel Platini
1273,Jürgen Klinsmann
1274,Hristo Stoichkov
1275,Kaká 
1276,Karl-Heinz Rummenigge
1277,Gianluigi Buffon
1278,Gabriel Batistuta
1279,Edgar Davids
1280,Zinedine Zidane
1281,Dennis Bergkamp
1282,Cristiano Ronaldo
1283,Lionel Messi
1284,Diego Maradona
1285,Zinedine Zidane
1286,Pelé 
1287,Peter Schmeichel
1288,Hristo Stoichkov
1289,Dennis Bergkamp
1290,Roberto Baggio
1291,Michel Platini
1292,Michel Platini
1293,Alan Shearer
1294,Hristo Stoichkov
1295,Marco van
1296,Peter Schmeichel
1297,Lionel Messi
1298,Gary Lineker
1299,Roberto Carlos
1300,Gary Lineker
1301,Cristiano Ronaldo
1302,Diego Maradona
1303,George Weah
1304,Paolo Maldini
1305,Alan Shearer
1306,Gary Lineker
1307,Diego Maradona
1308,Luís Figo
1309,Roberto Baggio
1310,Edgar Davids
1311,Edgar Davids
1312,Diego Maradona
1313,Peter Schmeichel
1314,Michel Platini
1315,Gabriel Batistuta
1316,Peter Schmeichel
1317,Jürgen Klinsmann
1318,Cristiano Ronaldo
1319,Bobby Charlton
1320,Gianluigi Buffon
1321,Dennis Bergkamp
1322,Paolo Maldini
1323,Hristo Stoichkov
1324,Gary Lineker
1325,Zinedine Zidane
1326,Roberto Carlos
1327,Ronaldinho Gaúcho
1328,Pelé 
1329,Peter Schmeichel
1330,Ronaldo Nazario
1331,Lionel Messi
1332,Paolo Maldini
1333,Alan Shearer
1334,Diego Maradona
1335,Ronaldo Nazario
1336,Peter Schmeichel
1337,Dennis Bergkamp
1338,Karl-Heinz Rummenigge
1339,Lionel Messi
1340,Edgar Davids
1341,Gianluigi Buffon
1342,Jürgen Klinsmann
1343,Roberto Carlos
1344,Franz Beckenbauer
1345,Gabriel Batistuta
1346,Karl-Heinz Rummenigge
1347,Edgar Davids
1348,Gabriel Batistuta
1349,George Weah
1350,Gianluigi Buffon
1351,Luís Figo
1352,Gabriel Batistuta
1353,Gary Lineker
1354,Gabriel Batistuta
1355,Karl-Heinz Rummenigge
1356,Edgar Davids
1357,Alan Shearer
1358,Dennis Bergkamp
1359,Diego Maradona
1360,Bobby Charlton
1361,Paolo Maldini
1362,Zinedine Zidane
1363,Peter Schmeichel
1364,Roberto Baggio
1365,Zinedine Zidane
1366,Pelé 
1367,Paolo Maldini
1368,Zinedine Zidane
1369,Karl-Heinz Rummenigge
1370,Gabriel Batistuta
1371,Bobby Charlton
1372,Michel Platini
1373,Ronaldinho Gaúcho
1374,Hristo Stoichkov
1375,Gabriel Batistuta
1376,Lionel Messi
1377,Roberto Carlos
1378,Franz Beckenbauer
1379,Karl-Heinz Rummenigge
1380,Edgar Davids
1381,Marco van
1382,Hristo Stoichkov
1383,Marco van
1384,Peter Schmeichel
1385,Edgar Davids
1386,Ronaldinho Gaúcho
1387,Javier Zanetti
1388,Ronaldinho Gaúcho
1389,Cristiano Ronaldo
1390,Javier Zanetti
1391,Bobby Charlton
1392,Alan Shearer
1393,Diego Maradona
1394,Dennis Bergkamp
1395,Gianluigi Buffon
1396,Alan Shearer
1397,Pelé 
1398,Kaká 
1399,Dennis Bergkamp
1400,Ronaldo Nazario
1401,Edgar Davids
1402,Paolo Maldini
1403,Luís Figo
1404,Javier Zanetti
1405,Peter Schmeichel
1406,Gianluigi Buffon
1407,Roberto Baggio
1408,George Weah
1409,Marco van
1410,Peter Schmeichel
1411,Franz Beckenbauer
1412,Gabriel Batistuta
1413,Pelé 
1414,Lionel Messi
1415,Paolo Maldini
1416,Roberto Carlos
1417,Roberto Carlos
1418,Franz Beckenbauer
1419,George Weah
1420,Cristiano Ronaldo
1421,Alan Shearer
1422,Franz Beckenbauer
1423,Alan Shearer
1424,Javier Zanetti
1425,Gary Lineker
1426,Michel Platini
1427,Roberto Baggio
1428,Dennis Bergkamp
1429,Luís Figo
1430,Edgar Davids
1431,Karl-Heinz Rummenigge
1432,Alan Shearer
1433,Dennis Bergkamp
1434,Jürgen Klinsmann
1435,Luís Figo
1436,Lionel Messi
1437,Ronaldo Nazario
1438,Pelé 
1439,Diego Maradona
1440,Roberto Carlos
1441,Dennis Bergkamp
1442,Peter Schmeichel
1443,Karl-Heinz Rummenigge
1444,Bobby Charlton
1445,Michel Platini
1446,Karl-Heinz Rummenigge
1447,George Weah
1448,Alan Shearer
1449,Diego Maradona
1450,Diego Maradona
1451,Ronaldo Nazario
1452,Ronaldinho Gaúcho
1453,Dennis Bergkamp
1454,Hristo Stoichkov
1455,Lionel Messi
1456,Zinedine Zidane
1457,Kaká 
1458,Marco van
1459,Jürgen Klinsmann
1460,Peter Schmeichel
1461,Franz Beckenbauer
1462,Pelé 
1463,Pelé 
1464,Marco van
1465,Roberto Baggio
1466,Gary Lineker
1467,Javier Zanetti
1468,Peter Schmeichel
1469,Roberto Baggio
1470,Gianluigi Buffon
1471,Kaká 
1472,Franz Beckenbauer
1473,Cristiano Ronaldo
1474,Hristo Stoichkov
1475,Michel Platini
1476,Gabriel Batistuta
1477,Roberto Baggio
1478,Roberto Carlos
1479,Karl-Heinz Rummenigge
1480,Javier Zanetti
1481,Kaká 
1482,Luís Figo
1483,Alan Shearer
1484,Alan Shearer
1485,Hristo Stoichkov
1486,Franz Beckenbauer
1487,Javier Zanetti
1488,Edgar Davids
1489,Roberto Baggio
1490,Hristo Stoichkov
1491,George Weah
1492,Dennis Bergkamp
1493,Franz Beckenbauer
1494,Michel Platini
1495,Ronaldinho Gaúcho
1496,Edgar Davids
1497,Cristiano Ronaldo
1498,Michel Platini
1499,Bobby Charlton
1500,Jürgen Klinsmann
1501,Diego Maradona
1502,Jürgen Klinsmann
1503,Franz Beckenbauer
1504,Franz Beckenbauer
1505,Ronaldo Nazario
1506,Gabriel Batistuta
1507,Jürgen Klinsmann
1508,Gianluigi Buffon
1509,Dennis Bergkamp
1510,Luís Figo
1511,Marco van
1512,Gianluigi Buffon
1513,Bobby Charlton
1514,Paolo Maldini
1515,Paolo Maldini
1516,Pelé 
1517,Ronaldo Nazario
1518,Michel Platini
1519,Bobby Charlton
1520,Ronaldo Nazario
1521,Ronaldinho Gaúcho
1522,George Weah
1523,Gary Lineker
1524,Gianluigi Buffon
1525,Diego Maradona
1526,Alan Shearer
1527,Javier Zanetti
1528,Michel Platini
1529,Lionel Messi
1530,Ronaldinho Gaúcho
1531,Luís Figo
1532,Pelé 
1533,Javier Zanetti
1534,Hristo Stoichkov
1535,Marco van
1536,Gianluigi Buffon
1537,Javier Zanetti
1538,Bobby Charlton
1539,Lionel Messi
1540,Alan Shearer
1541,Lionel Messi
1542,Franz Beckenbauer
1543,Luís Figo
1544,Diego Maradona
1545,Ronaldinho Gaúcho
1546,Gianluigi Buffon
1547,Luís Figo
1548,Ronaldo Nazario
1549,Roberto Baggio
1550,Roberto Carlos
1551,Cristiano Ronaldo
1552,Roberto Carlos
1553,Cristiano Ronaldo
1554,Roberto Baggio
1555,Lionel Messi
1556,Diego Maradona
1557,Diego Maradona
1558,Javier Zanetti
1559,Pelé 
1560,Roberto Carlos
1561,Pelé 
1562,Lionel Messi
1563,Marco van
1564,Paolo Maldini
1565,Hristo Stoichkov
1566,Kaká 
1567,Marco van
1568,Marco van
1569,Marco van
1570,Jürgen Klinsmann
1571,Franz Beckenbauer
1572,Ronaldo Nazario
1573,Edgar Davids
1574,Gabriel Batistuta
1575,Marco van
1576,Marco van
1577,Hristo Stoichkov
1578,Lionel Messi
1579,Roberto Baggio
1580,Ronaldinho Gaúcho
1581,Michel Platini
1582,George Weah
1583,Roberto Carlos
1584,Cristiano Ronaldo
1585,Kaká 
1586,Roberto Carlos
1587,Zinedine Zidane
1588,Ronaldinho Gaúcho
1589,Kaká 
1590,Paolo Maldini
1591,Luís Figo
1592,Dennis Bergkamp
1593,Pelé 
1594,Gabriel Batistuta
1595,Lionel Messi
1596,Diego Maradona
1597,Pelé 
1598,Paolo Maldini
1599,Dennis Bergkamp
1600,Zinedine Zidane
1601,Marco van
1602,Peter Schmeichel
1603,Marco van
1604,Gianluigi Buffon
1605,George Weah
1606,Gary Lineker
1607,Luís Figo
1608,Ronaldinho Gaúcho
1609,Ronaldinho Gaúcho
1610,Javier Zanetti
1611,Lionel Messi
1612,Zinedine Zidane
1613,Paolo Maldini
1614,Edgar Davids
1615,Dennis Bergkamp
1616,Zinedine Zidane
1617,Paolo Maldini
1618,Zinedine Zidane
1619,Diego Maradona
1620,Ronaldinho Gaúcho
1621,Javier Zanetti
1622,Bobby Charlton
1623,Bobby Charlton
1624,Cristiano Ronaldo
1625,Alan Shearer
1626,Karl-Heinz Rummenigge
1627,George Weah
1628,Alan Shearer
1629,George Weah
1630,Ronaldo Nazario
1631,Javier Zanetti
1632,Paolo Maldini
1633,Peter Schmeichel
1634,Zinedine Zidane
1635,Lionel Messi
1636,Jürgen Klinsmann
1637,Gianluigi Buffon
1638,Alan Shearer
1639,Franz Beckenbauer
1640,Pelé 
1641,Edgar Davids
1642,Diego Maradona
1643,Ronaldo Nazario
1644,Dennis Bergkamp
1645,Hristo Stoichkov
1646,Javier Zanetti
1647,Lionel Messi
1648,Franz Beckenbauer
1649,Hristo Stoichkov
1650,Javier Zanetti
1651,Paolo Maldini
1652,Lionel Messi
1653,Roberto Baggio
1654,Hristo Stoichkov
1655,Gabriel Batistuta
1656,Diego Maradona
1657,Hristo Stoichkov
1658,Paolo Maldini
1659,Marco van
1660,Dennis Bergkamp
1661,Pelé 
1662,Hristo Stoichkov
1663,Jürgen Klinsmann
1664,Cristiano Ronaldo
1665,Javier Zanetti
1666,Peter Schmeichel
1667,Kaká 
1668,Diego Maradona
1669,Kaká 
1670,Luís Figo
1671,Gabriel Batistuta
1672,Cristiano Ronaldo
1673,Gianluigi Buffon
1674,Cristiano Ronaldo
1675,Luís Figo
1676,Cristiano Ronaldo
1677,Franz Beckenbauer
1678,Marco van
1679,Javier Zanetti
1680,Gary Lineker
1681,Ronaldinho Gaúcho
1682,Peter Schmeichel
1683,Dennis Bergkamp
1684,Kaká 
1685,Cristiano Ronaldo
1686,Javier Zanetti
1687,George Weah
1688,Zinedine Zidane
1689,Javier Zanetti
1690,Gary Lineker
1691,Alan Shearer
1692,Roberto Carlos
1693,Pelé 
1694,George Weah
1695,Javier Zanetti
1696,George Weah
1697,Gianluigi Buffon
1698,Paolo Maldini
1699,Pelé 
1700,Javier Zanetti
1701,Jürgen Klinsmann
1702,Franz Beckenbauer
1703,Edgar Davids
1704,Roberto Carlos
1705,Kaká 
1706,Roberto Carlos
1707,Alan Shearer
1708,Paolo Maldini
1709,Ronaldinho Gaúcho
1710,Kaká 
1711,Roberto Carlos
1712,Gary Lineker
1713,Javier Zanetti
1714,Lionel Messi
1715,Roberto Baggio
1716,Pelé 
1717,Pelé 
1718,Roberto Baggio
1719,Bobby Charlton
1720,Luís Figo
1721,Ronaldo Nazario
1722,Diego Maradona
1723,Gary Lineker
1724,Roberto Carlos
1725,Gianluigi Buffon
1726,Lionel Messi
1727,Ronaldinho Gaúcho
1728,Pelé 
1729,Karl-Heinz Rummenigge
1730,Roberto Carlos
1731,Jürgen Klinsmann
1732,Roberto Baggio
1733,Lionel Messi
1734,Bobby Charlton
1735,Gianluigi Buffon
1736,Karl-Heinz Rummenigge
1737,Jürgen Klinsmann
1738,Gary Lineker
1739,Paolo Maldini
1740,Marco van
1741,George Weah
1742,Jürgen Klinsmann
1743,Cristiano Ronaldo
1744,Ronaldinho Gaúcho
1745,Diego Maradona
1746,Paolo Maldini
1747,Alan Shearer
1748,Javier Zanetti
1749,Gianluigi Buffon
1750,Jürgen Klinsmann
1751,Hristo Stoichkov
1752,Roberto Baggio
1753,Edgar Davids
1754,Ronaldo Nazario
1755,Hristo Stoichkov
1756,Javier Zanetti
1757,Hristo Stoichkov
1758,Peter Schmeichel
1759,Franz Beckenbauer
1760,Lionel Messi
1761,Cristiano Ronaldo
1762,Ronaldinho Gaúcho
1763,Ronaldo Nazario
1764,Peter Schmeichel
1765,Lionel Messi
1766,Ronaldinho Gaúcho
1767,Luís Figo
1768,Kaká 
1769,Javier Zanetti
1770,Luís Figo
1771,Marco van
1772,Cristiano Ronaldo
1773,Hristo Stoichkov
1774,Karl-Heinz Rummenigge
1775,Gabriel Batistuta
1776,Paolo Maldini
1777,Roberto Carlos
1778,Lionel Messi
1779,Paolo Maldini
1780,Gianluigi Buffon
1781,Luís Figo
1782,Gary Lineker
1783,Roberto Carlos
1784,Franz Beckenbauer
1785,Michel Platini
1786,Gianluigi Buffon
1787,Paolo Maldini
1788,Javier Zanetti
1789,Franz Beckenbauer
1790,Javier Zanetti
1791,Gianluigi Buffon
1792,Karl-Heinz Rummenigge
1793,Alan Shearer
1794,Javier Zanetti
1795,Cristiano Ronaldo
1796,Marco van
1797,George Weah
1798,Franz Beckenbauer
1799,Edgar Davids
1800,Cristiano Ronaldo
1801,George Weah
1802,Marco van
1803,Gary Lineker
1804,Peter Schmeichel
1805,Diego Maradona
1806,Roberto Baggio
1807,Karl-Heinz Rummenigge
1808,Pelé 
1809,Ronaldo Nazario
1810,Alan Shearer
1811,Peter Schmeichel
1812,Ronaldinho Gaúcho
1813,Peter Schmeichel
1814,Marco van
1815,Kaká 
1816,Edgar Davids
1817,Bobby Charlton
1818,Cristiano Ronaldo
1819,Javier Zanetti
1820,Roberto Carlos
1821,Michel Platini
1822,Gianluigi Buffon
1823,Jürgen Klinsmann
1824,Luís Figo
1825,Marco van
1826,Marco van
1827,Pelé 
1828,Edgar Davids
1829,Ronaldinho Gaúcho
1830,Diego Maradona
1831,Cristiano Ronaldo
1832,Diego Maradona
1833,Ronaldinho Gaúcho
1834,Gabriel Batistuta
1835,Edgar Davids
1836,Gianluigi Buffon
1837,Lionel Messi
1838,Luís Figo
1839,Roberto Baggio
1840,Pelé 
1841,Edgar Davids
1842,Hristo Stoichkov
1843,Zinedine Zidane
1844,Paolo Maldini
1845,Bobby Charlton
1846,Ronaldinho Gaúcho
1847,Karl-Heinz Rummenigge
1848,Ronaldo Nazario
1849,Zinedine Zidane
1850,Alan Shearer
1851,Gabriel Batistuta
1852,Hristo Stoichkov
1853,Javier Zanetti
1854,Bobby Charlton
1855,Peter Schmeichel
1856,Alan Shearer
1857,Zinedine Zidane
1858,Dennis Bergkamp
1859,Diego Maradona
1860,Gianluigi Buffon
1861,Ronaldinho Gaúcho
1862,Paolo Maldini
1863,Ronaldo Nazario
1864,Bobby Charlton
1865,Paolo Maldini
1866,Lionel Messi
1867,Diego Maradona
1868,Edgar Davids
1869,Diego Maradona
1870,Gianluigi Buffon
1871,Zinedine Zidane
1872,Pelé 
1873,Jürgen Klinsmann
1874,Michel Platini
1875,Bobby Charlton
1876,Cristiano Ronaldo
1877,Paolo Maldini
1878,Jürgen Klinsmann
1879,Ronaldo Nazario
1880,Kaká 
1881,Alan Shearer
1882,Gabriel Batistuta
1883,Bobby Charlton
1884,Franz Beckenbauer
1885,Marco van
1886,Pelé 
1887,Ronaldo Nazario
1888,Javier Zanetti
1889,Lionel Messi
1890,Edgar Davids
1891,Diego Maradona
1892,Luís Figo
1893,Alan Shearer
1894,Kaká 
1895,Lionel Messi
1896,Gabriel Batistuta
1897,Gianluigi Buffon
1898,Franz Beckenbauer
1899,Zinedine Zidane
1900,Roberto Carlos
1901,Kaká 
1902,Peter Schmeichel
1903,Diego Maradona
1904,Zinedine Zidane
1905,Karl-Heinz Rummenigge
1906,Karl-Heinz Rummenigge
1907,Alan Shearer
1908,Gianluigi Buffon
1909,Gabriel Batistuta
1910,Roberto Carlos
1911,Karl-Heinz Rummenigge
1912,Peter Schmeichel
1913,Bobby Charlton
1914,Franz Beckenbauer
1915,Ronaldo Nazario
1916,Michel Platini
1917,Kaká 
1918,Gianluigi Buffon
1919,George Weah
1920,Michel Platini
1921,Roberto Carlos
1922,George Weah
1923,Javier Zanetti
1924,Javier Zanetti
1925,Marco van
1926,Lionel Messi
1927,Karl-Heinz Rummenigge
1928,George Weah
1929,George Weah
1930,Hristo Stoichkov
1931,Karl-Heinz Rummenigge
1932,Zinedine Zidane
1933,Luís Figo
1934,Zinedine Zidane
1935,Gary Lineker
1936,Bobby Charlton
1937,Lionel Messi
1938,Roberto Carlos
1939,Kaká 
1940,Javier Zanetti
1941,Edgar Davids
1942,Diego Maradona
1943,Gabriel Batistuta
1944,Zinedine Zidane
1945,Kaká 
1946,Gabriel Batistuta
1947,Roberto Baggio
1948,Ronaldinho Gaúcho
1949,Gary Lineker
1950,Ronaldo Nazario
1951,Franz Beckenbauer
1952,Franz Beckenbauer
1953,Roberto Carlos
1954,Cristiano Ronaldo
1955,Diego Maradona
1956,Gabriel Batistuta
1957,Gary Lineker
1958,Javier Zanetti
1959,Hristo Stoichkov
1960,Javier Zanetti
1961,Karl-Heinz Rummenigge
1962,Jürgen Klinsmann
1963,Peter Schmeichel
1964,Edgar Davids
1965,Peter Schmeichel
1966,Karl-Heinz Rummenigge
1967,Hristo Stoichkov
1968,Franz Beckenbauer
1969,Edgar Davids
1970,Karl-Heinz Rummenigge
1971,Gabriel Batistuta
1972,Javier Zanetti
1973,Paolo Maldini
1974,Marco van
1975,Roberto Carlos
1976,Diego Maradona
1977,Dennis Bergkamp
1978,Dennis Bergkamp
1979,Kaká 
1980,Edgar Davids
1981,Ronaldo Nazario
1982,Franz Beckenbauer
1983,Edgar Davids
1984,Roberto Carlos
1985,Michel Platini
1986,Luís Figo
1987,Jürgen Klinsmann
1988,Zinedine Zidane
1989,Marco van
1990,Marco van
1991,Roberto Carlos
1992,Michel Platini
1993,Alan Shearer
1994,Cristiano Ronaldo
1995,Peter Schmeichel
1996,Karl-Heinz Rummenigge
1997,Cristiano Ronaldo
1998,Luís Figo
1999,George Weah
2000,Gianluigi Buffon
2001,Jürgen Klinsmann
2002,Paolo Maldini
2003,Franz Beckenbauer
2004,Michel Platini
2005,Javier Zanetti
2006,Jürgen Klinsmann
2007,Ronaldinho Gaúcho
2008,Franz Beckenbauer
2009,Pelé 
2010,Cristiano Ronaldo
2011,Roberto Carlos
2012,Peter Schmeichel
2013,Lionel Messi
2014,Gabriel Batistuta
2015,Gary Lineker
2016,Gary Lineker
2017,Franz Beckenbauer
2018,Peter Schmeichel
2019,Roberto Carlos
2020,George Weah
2021,Franz Beckenbauer
2022,Edgar Davids
2023,Ronaldinho Gaúcho
2024,Ronaldinho Gaúcho
2025,Hristo Stoichkov
2026,Hristo Stoichkov
2027,Hristo Stoichkov
2028,Edgar Davids
2029,Michel Platini
2030,Gianluigi Buffon
2031,Pelé 
2032,Paolo Maldini
2033,Franz Beckenbauer
2034,Pelé 
2035,Paolo Maldini
2036,Paolo Maldini
2037,Kaká 
2038,Kaká 
2039,Gianluigi Buffon
2040,Edgar Davids
2041,Peter Schmeichel
2042,George Weah
2043,Kaká 
2044,Edgar Davids
2045,Peter Schmeichel
2046,Zinedine Zidane
2047,Alan Shearer
2048,Paolo Maldini
2049,Jürgen Klinsmann
2050,Gabriel Batistuta
2051,Alan Shearer
2052,Ronaldinho Gaúcho
2053,Hristo Stoichkov
2054,Franz Beckenbauer
2055,Bobby Charlton
2056,Kaká 
2057,Hristo Stoichkov
2058,Jürgen Klinsmann
2059,Javier Zanetti
2060,Marco van
2061,Paolo Maldini
2062,Franz Beckenbauer
2063,Javier Zanetti
2064,Roberto Baggio
2065,Karl-Heinz Rummenigge
2066,Roberto Carlos
2067,Luís Figo
2068,Alan Shearer
2069,Pelé 
2070,Ronaldinho Gaúcho
2071,Roberto Baggio
2072,Jürgen Klinsmann
2073,Alan Shearer
2074,Luís Figo
2075,Roberto Baggio
2076,Ronaldo Nazario
2077,Ronaldo Nazario
2078,Zinedine Zidane
2079,Bobby Charlton
2080,Pelé 
2081,Jürgen Klinsmann
2082,Gianluigi Buffon
2083,Diego Maradona
2084,Roberto Baggio
2085,Marco van
2086,Gianluigi Buffon
2087,Roberto Baggio
2088,Javier Zanetti
2089,Roberto Carlos
2090,George Weah
2091,Jürgen Klinsmann
2092,Ronaldinho Gaúcho
2093,Jürgen Klinsmann
2094,Marco van
2095,Franz Beckenbauer
2096,Zinedine Zidane
2097,Gianluigi Buffon
2098,Alan Shearer
2099,George Weah
2100,George Weah
2101,Ronaldinho Gaúcho
2102,George Weah
2103,Javier Zanetti
2104,Franz Beckenbauer
2105,Marco van
2106,Javier Zanetti
2107,Lionel Messi
2108,Javier Zanetti
2109,Gary Lineker
2110,Cristiano Ronaldo
2111,Bobby Charlton
2112,Luís Figo
2113,Roberto Baggio
2114,Gabriel Batistuta
2115,Karl-Heinz Rummenigge
2116,Gianluigi Buffon
2117,Peter Schmeichel
2118,Edgar Davids
2119,Bobby Charlton
2120,Hristo Stoichkov
2121,Marco van
2122,Roberto Carlos
2123,Roberto Carlos
2124,Roberto Baggio
2125,Kaká 
2126,Luís Figo
2127,George Weah
2128,Cristiano Ronaldo
2129,Cristiano Ronaldo
2130,Jürgen Klinsmann
2131,Lionel Messi
2132,Gianluigi Buffon
2133,Roberto Baggio
2134,Gianluigi Buffon
2135,Gianluigi Buffon
2136,Roberto Baggio
2137,Michel Platini
2138,Lionel Messi
2139,Dennis Bergkamp
2140,Ronaldinho Gaúcho
2141,Roberto Baggio
2142,Javier Zanetti
2143,Paolo Maldini
2144,Javier Zanetti
2145,Kaká 
2146,Gianluigi Buffon
2147,George Weah
2148,Marco van
2149,Gary Lineker
2150,Marco van
2151,Peter Schmeichel
2152,Ronaldinho Gaúcho
2153,Diego Maradona
2154,Roberto Baggio
2155,George Weah
2156,Gabriel Batistuta
2157,Zinedine Zidane
2158,Michel Platini
2159,Cristiano Ronaldo
2160,Roberto Carlos
2161,Javier Zanetti
2162,Gary Lineker
2163,Dennis Bergkamp
2164,Edgar Davids
2165,Gabriel Batistuta
2166,Zinedine Zidane
2167,Ronaldo Nazario
2168,Dennis Bergkamp
2169,Pelé 
2170,Ronaldinho Gaúcho
2171,Paolo Maldini
2172,Bobby Charlton
2173,Gianluigi Buffon
2174,Bobby Charlton
2175,Jürgen Klinsmann
2176,Lionel Messi
2177,Michel Platini
2178,Hristo Stoichkov
2179,Franz Beckenbauer
2180,Karl-Heinz Rummenigge
2181,Hristo Stoichkov
2182,Luís Figo
2183,Ronaldinho Gaúcho
2184,Karl-Heinz Rummenigge
2185,Ronaldinho Gaúcho
2186,Karl-Heinz Rummenigge
2187,Gianluigi Buffon
2188,George Weah
2189,Peter Schmeichel
2190,Lionel Messi
2191,Roberto Baggio
2192,Roberto Baggio
2193,Luís Figo
2194,Franz Beckenbauer
2195,Dennis Bergkamp
2196,Ronaldinho Gaúcho
2197,Diego Maradona
2198,Paolo Maldini
2199,Bobby Charlton
2200,Gary Lineker
2201,Javier Zanetti
2202,Gianluigi Buffon
2203,Hristo Stoichkov
2204,Kaká 
2205,Paolo Maldini
2206,Javier Zanetti
2207,Roberto Carlos
2208,Zinedine Zidane
2209,Ronaldo Nazario
2210,Karl-Heinz Rummenigge
2211,Roberto Baggio
2212,Ronaldinho Gaúcho
2213,Ronaldo Nazario
2214,Diego Maradona
2215,Pelé 
2216,Dennis Bergkamp
2217,Bobby Charlton
2218,Gabriel Batistuta
2219,Zinedine Zidane
2220,Roberto Baggio
2221,Dennis Bergkamp
2222,Michel Platini
2223,Ronaldo Nazario
2224,George Weah
2225,Hristo Stoichkov
2226,Luís Figo
2227,Gianluigi Buffon
2228,Paolo Maldini
2229,Cristiano Ronaldo
2230,Javier Zanetti
2231,Javier Zanetti
2232,Cristiano Ronaldo
2233,Karl-Heinz Rummenigge
2234,Hristo Stoichkov
2235,Hristo Stoichkov
2236,Dennis Bergkamp
2237,Gianluigi Buffon
2238,Gianluigi Buffon
2239,Marco van
2240,Zinedine Zidane
2241,Paolo Maldini
2242,Zinedine Zidane
2243,Diego Maradona
2244,Ronaldo Nazario
2245,Bobby Charlton
2246,Edgar Davids
2247,Roberto Carlos
2248,Roberto Carlos
2249,Cristiano Ronaldo
2250,Dennis Bergkamp
2251,Roberto Baggio
2252,Michel Platini
2253,Jürgen Klinsmann
2254,Hristo Stoichkov
2255,Dennis Bergkamp
2256,Pelé 
2257,Cristiano Ronaldo
2258,Karl-Heinz Rummenigge
2259,Alan Shearer
2260,Pelé 
2261,Cristiano Ronaldo
2262,Marco van
2263,Diego Maradona
2264,George Weah
2265,Kaká 
2266,Gianluigi Buffon
2267,Cristiano Ronaldo
2268,Dennis Bergkamp
2269,Paolo Maldini
2270,Cristiano Ronaldo
2271,Peter Schmeichel
2272,Roberto Baggio
2273,Gabriel Batistuta
2274,Hristo Stoichkov
2275,Gary Lineker
2276,George Weah
2277,Karl-Heinz Rummenigge
2278,Roberto Baggio
2279,Franz Beckenbauer
2280,Hristo Stoichkov
2281,Gianluigi Buffon
2282,Franz Beckenbauer
2283,Diego Maradona
2284,Marco van
2285,Gabriel Batistuta
2286,Gianluigi Buffon
2287,Gianluigi Buffon
2288,Cristiano Ronaldo
2289,Zinedine Zidane
2290,Luís Figo
2291,Dennis Bergkamp
2292,Pelé 
2293,Jürgen Klinsmann
2294,Hristo Stoichkov
2295,Lionel Messi
2296,Gary Lineker
2297,Marco van
2298,Karl-Heinz Rummenigge
2299,Peter Schmeichel
2300,Lionel Messi
2301,Roberto Baggio
2302,George Weah
2303,Roberto Carlos
2304,Alan Shearer
2305,Edgar Davids
2306,Peter Schmeichel
2307,Michel Platini
2308,Zinedine Zidane
2309,Roberto Baggio
2310,Paolo Maldini
2311,Gabriel Batistuta
2312,Marco van
2313,Cristiano Ronaldo
2314,Karl-Heinz Rummenigge
2315,Franz Beckenbauer
2316,Gary Lineker
2317,Michel Platini
2318,Cristiano Ronaldo
2319,Peter Schmeichel
2320,Luís Figo
2321,Cristiano Ronaldo
2322,Karl-Heinz Rummenigge
2323,Peter Schmeichel
2324,Alan Shearer
2325,Gary Lineker
2326,Gabriel Batistuta
2327,Gianluigi Buffon
2328,Alan Shearer
2329,George Weah
2330,Paolo Maldini
2331,Kaká 
2332,Gary Lineker
2333,Lionel Messi
2334,Marco van
2335,Peter Schmeichel
2336,Cristiano Ronaldo
2337,Bobby Charlton
2338,Peter Schmeichel
2339,Pelé 
2340,Michel Platini
2341,Peter Schmeichel
2342,Jürgen Klinsmann
2343,Gary Lineker
2344,Javier Zanetti
2345,Cristiano Ronaldo
2346,Gabriel Batistuta
2347,Karl-Heinz Rummenigge
2348,Cristiano Ronaldo
2349,Jürgen Klinsmann
2350,Ronaldinho Gaúcho
2351,Roberto Baggio
